288,100.0
289,100.0
290,100.0
291,100.0
292,100.0
293,100.0
294,100.0
295,100.0
296,100.0
297,100.0
298,100.0
299,100.0
300,100.0
301,100.0
302,100.0
303,100.0
304,100.0
305,100.0
306,100.0
307,100.0
308,100.0
309,100.0
310,100.0
311,100.0
312,100.0
313,100.0
314,100.0
315,100.0
316,100.0
317,100.0
318,100.0
319,100.0
320,100.0
321,100.0
322,100.0
323,100.0
324,100.0
325,100.0
326,100.0
327,100.0
328,100.0
329,100.0
330,100.0
331,100.0
332,100.0
333,100.0
334,100.0
335,100.0
336,100.0
337,100.0
338,100.0
339,100.0
340,100.0
341,100.0
342,100.0
343,100.0
344,100.0
345,100.0
346,100.0
347,100.0
348,100.0
349,100.0
350,100.0
351,100.0
352,100.0
353,100.0
354,100.0
355,100.0
356,100.0
357,100.0
358,100.0
359,100.0
360,100.0
361,100.0
362,100.0
363,100.0
364,100.0
365,100.0
366,100.0
367,100.0
368,100.0
369,100.0
370,100.0
371,100.0
372,100.0
373,100.0
374,100.0
375,100.0
376,100.0
377,100.0
378,100.0
379,100.0
380,100.0
381,100.0
382,100.0
383,100.0
384,100.0
385,100.0
386,100.0
387,100.0
388,100.0
389,100.0
390,100.0
391,100.0
392,100.0
393,100.0
394,100.0
395,100.0
396,100.0
397,100.0
398,100.0
399,100.0
400,100.0
401,100.0
402,100.0
403,100.0
404,100.0
405,100.0
406,100.0
407,100.0
408,100.0
409,100.0
410,100.0
411,100.0
412,100.0
413,100.0
414,100.0
415,100.0
416,100.0
417,100.0
418,100.0
419,100.0
420,100.0
421,99.9765037593985
422,100.043557849698
423,99.95071776446032
424,100.11061193999751
425,100.17995578463368
426,100.13639793493567
427,100.12435046601752
428,100.17477757872555
429,100.08422724782451
430,100.16447368421052
431,99.98451789957683
432,99.96216653614366
433,99.89396756867582
434,99.86818157373764
435,99.91173942343565
436,99.7529901250668
437,99.72720413012863
438,99.84125070163114
439,99.81775446102964
440,99.7461208620568
441,99.7696171026583
442,99.9765037593985
443,99.86474694223264
444,99.91059454626732
445,99.91059454626732
446,99.956442150302
447,99.81143137795314
448,99.78908001451997
449,99.90885097186418
450,99.73004006439882
451,99.77130815976014
452,100.064165638728
453,100.05500662138134
454,100.15128133812402
455,100.13236460619586
456,100.22520469143356
457,100.32147940817623
458,100.34612052594606
459,100.20514308233705
460,100.45215295727024
461,100.49113129829489
462,100.5369789023296
463,100.58168162919594
464,100.6510254738321
465,100.58168162919594
466,100.51233778455975
467,100.39371170438389
468,100.50317876721306
469,100.43497979974522
470,100.45847604034672
471,100.38798731854222
472,100.45618628601005
473,100.29858186480953
474,100.4149181906487
475,100.34671922318088
476,100.3713603409507
477,100.3736500952874
478,100.37708472679238
